fecha,hora_24,lecturas,consumo_real_kwh,consumo_reportado_kwh,hora_ampm
2026-01-03,23,5004,28184.56,27619.25,11 PM
2026-01-04,0,5007,19793.48,19481.03,12 AM
2026-01-04,1,5007,22066.16,21692.16,1 AM
2026-01-04,2,5007,23584.43,23117.87,2 AM
2026-01-04,3,5007,24179.59,23702.56,3 AM
2026-01-04,4,5007,23952.75,23489.18,4 AM
2026-01-04,5,5007,23369.53,22929.16,5 AM
2026-01-04,6,5007,23577.25,23187.53,6 AM
2026-01-04,7,5007,23640.83,23283.84,7 AM
2026-01-04,8,5007,23868.72,23542.02,8 AM
2026-01-04,9,5007,23000.64,22697.24,9 AM
2026-01-04,10,5007,21838.77,21571.13,10 AM
2026-01-04,11,5007,20257.36,19756.44,11 AM
2026-01-04,12,5007,18452.9,17984.56,12 PM
2026-01-04,13,5007,17263.23,16729.3,1 PM
2026-01-04,14,5007,15795.45,15283.44,2 PM
2026-01-04,15,5007,15719.22,15206.1,3 PM
2026-01-04,16,5007,15774.53,15368.6,4 PM
2026-01-04,17,5007,16973.74,16541.94,5 PM
2026-01-04,18,5007,19550.18,19108.65,6 PM
2026-01-04,19,5007,22339.14,21989.68,7 PM
2026-01-04,20,5007,25632.94,25317.9,8 PM
2026-01-04,21,5007,28917.66,28535.85,9 PM
2026-01-04,22,5007,30843.66,30459.0,10 PM
2026-01-04,23,5007,31173.53,30884.45,11 PM
2026-01-05,0,5009,18920.56,18746.09,12 AM
2026-01-05,1,5009,19915.46,19693.57,1 AM
2026-01-05,2,5009,20013.66,19778.45,2 AM
2026-01-05,3,5009,19622.05,19406.64,3 AM
2026-01-05,4,5009,19792.68,19640.07,4 AM
2026-01-05,5,5009,21148.36,20906.97,5 AM
2026-01-05,6,5009,24313.13,23973.68,6 AM
2026-01-05,7,5009,26024.26,25556.0,7 AM
2026-01-05,8,5009,26769.18,26235.17,8 AM
2026-01-05,9,5009,25127.97,24952.29,9 AM
2026-01-05,10,5009,23917.59,23758.39,10 AM
2026-01-05,11,5009,22304.5,22159.97,11 AM
2026-01-05,12,5009,20204.37,20085.69,12 PM
2026-01-05,13,5009,18400.21,18308.91,1 PM
2026-01-05,14,5009,17448.79,17341.03,2 PM
2026-01-05,15,5009,17368.4,17272.19,3 PM
2026-01-05,16,5009,17740.38,17627.19,4 PM
2026-01-05,17,5009,19015.4,18820.83,5 PM
2026-01-05,18,5009,21391.58,20831.11,6 PM
2026-01-05,19,5009,24033.72,23500.58,7 PM
2026-01-05,20,5009,26223.12,25663.82,8 PM
2026-01-05,21,5009,27147.92,26621.25,9 PM
2026-01-05,22,5009,26283.7,25663.82,10 PM
2026-01-05,23,5009,24178.26,23682.19,11 PM
2026-01-06,0,5011,19010.81,18614.48,12 AM
2026-01-06,1,5011,19922.76,19518.48,1 AM
2026-01-06,2,5011,19987.08,19654.15,2 AM
2026-01-06,3,5011,19633.89,19296.68,3 AM
2026-01-06,4,5011,19642.27,19291.28,4 AM
2026-01-06,5,5011,21169.75,20779.83,5 AM
2026-01-06,6,5011,23963.6,23661.93,6 AM
2026-01-06,7,5011,26080.24,25831.03,7 AM
2026-01-06,8,5011,26850.9,26599.7,8 AM
2026-01-06,9,5011,25251.41,25024.0,9 AM
2026-01-06,10,5011,24192.78,23962.96,10 AM
2026-01-06,11,5011,22740.18,22513.8,11 AM
2026-01-06,12,5011,21004.31,20921.22,12 PM
2026-01-06,13,5011,19034.22,18961.93,1 PM
2026-01-06,14,5011,17666.6,17577.71,2 PM
2026-01-06,15,5011,17475.28,17403.89,3 PM
2026-01-06,16,5011,17895.77,17762.3,4 PM
2026-01-06,17,5011,19409.03,19269.05,5 PM
2026-01-06,18,5011,22201.44,22058.78,6 PM
2026-01-06,19,5011,24609.66,24459.07,7 PM
2026-01-06,20,5011,26669.0,26527.32,8 PM
2026-01-06,21,5011,27503.46,27318.05,9 PM
2026-01-06,22,5011,26680.18,26415.36,10 PM
2026-01-06,23,5011,24353.55,24111.47,11 PM
2026-01-07,0,5012,18682.3,18522.12,12 AM
2026-01-07,1,5012,19749.04,19555.86,1 AM
2026-01-07,2,5012,19585.29,19318.56,2 AM
2026-01-07,3,5012,19251.77,18974.37,3 AM
2026-01-07,4,5012,19252.69,19018.48,4 AM
2026-01-07,5,5012,20474.45,20186.54,5 AM
2026-01-07,6,5012,23086.01,22735.17,6 AM
2026-01-07,7,5012,24656.67,24296.04,7 AM
2026-01-07,8,5012,25450.13,25155.97,8 AM
2026-01-07,9,5012,24182.77,23887.13,9 AM
2026-01-07,10,5012,23200.28,22998.19,10 AM
2026-01-07,11,5012,21630.66,21481.51,11 AM
2026-01-07,12,5012,19836.24,19675.58,12 PM
2026-01-07,13,5012,18322.4,18179.41,1 PM
2026-01-07,14,5012,17483.83,17220.13,2 PM
2026-01-07,15,5012,17461.69,17192.13,3 PM
2026-01-07,16,5012,17902.1,17554.43,4 PM
2026-01-07,17,5012,19108.68,18830.23,5 PM
2026-01-07,18,5012,21394.56,21039.36,6 PM
2026-01-07,19,5012,23878.45,23517.46,7 PM
2026-01-07,20,5012,25932.07,25589.13,8 PM
2026-01-07,21,5012,26686.84,26356.79,9 PM
2026-01-07,22,5012,25996.42,25688.46,10 PM
2026-01-07,23,5012,23727.93,23435.64,11 PM
2026-01-08,0,5016,19079.85,18868.13,12 AM
2026-01-08,1,5016,19920.88,19784.76,1 AM
2026-01-08,2,5016,20067.81,19967.83,2 AM
2026-01-08,3,5016,19870.75,19766.57,3 AM
2026-01-08,4,5016,19986.31,19691.36,4 AM
2026-01-08,5,5016,21513.86,21118.05,5 AM
2026-01-08,6,5016,24612.37,24080.26,6 AM
2026-01-08,7,5016,26390.24,25751.34,7 AM
2026-01-08,8,5016,27007.19,26253.67,8 AM
2026-01-08,9,5016,25754.47,25288.95,9 AM
2026-01-08,10,5016,24242.38,23672.2,10 AM
2026-01-08,11,5016,22394.72,21866.17,11 AM
2026-01-08,12,5016,20443.32,19980.91,12 PM
2026-01-08,13,5016,18538.02,18139.81,1 PM
2026-01-08,14,5016,17486.21,17127.74,2 PM
2026-01-08,15,5016,17351.19,17002.79,3 PM
2026-01-08,16,5016,18027.85,17569.63,4 PM
2026-01-08,17,5016,18940.89,18511.91,5 PM
2026-01-08,18,5016,21645.35,21213.36,6 PM
2026-01-08,19,5016,24149.21,23704.16,7 PM
2026-01-08,20,5016,26390.56,25929.95,8 PM
2026-01-08,21,5016,27382.75,27035.47,9 PM
2026-01-08,22,5016,26627.73,26296.87,10 PM
2026-01-08,23,5016,24248.96,23950.82,11 PM
2026-01-09,0,5018,18882.03,18671.61,12 AM
2026-01-09,1,5018,19849.3,19666.04,1 AM
2026-01-09,2,5018,19963.26,19758.22,2 AM
2026-01-09,3,5018,19559.27,19425.38,3 AM
2026-01-09,4,5018,19694.72,19616.68,4 AM
2026-01-09,5,5018,21106.45,20973.13,5 AM
2026-01-09,6,5018,24097.42,23934.31,6 AM
2026-01-09,7,5018,25757.6,25576.89,7 AM
2026-01-09,8,5018,26406.41,26239.78,8 AM
2026-01-09,9,5018,25180.32,25025.85,9 AM
2026-01-09,10,5018,23731.88,23595.85,10 AM
2026-01-09,11,5018,21771.16,21654.21,11 AM
2026-01-09,12,5018,19786.2,19661.3,12 PM
2026-01-09,13,5018,18185.11,18137.68,1 PM
2026-01-09,14,5018,17482.22,17473.2,2 PM
2026-01-09,15,5018,17518.44,17499.68,3 PM
2026-01-09,16,5018,17875.24,17852.42,4 PM
2026-01-09,17,5018,18873.75,18843.3,5 PM
2026-01-09,18,5018,21158.1,21057.21,6 PM
2026-01-09,19,5018,23667.51,23520.73,7 PM
2026-01-09,20,5018,25833.08,25645.65,8 PM
2026-01-09,21,5018,26989.15,26785.25,9 PM
2026-01-09,22,5018,26146.42,25959.61,10 PM
2026-01-09,23,5018,24122.51,23923.26,11 PM
2026-01-10,0,5021,19180.49,19071.11,12 AM
2026-01-10,1,5021,21074.42,20909.16,1 AM
2026-01-10,2,5021,22114.69,21988.81,2 AM
2026-01-10,3,5021,22022.4,21864.37,3 AM
2026-01-10,4,5021,21686.83,21565.03,4 AM
2026-01-10,5,5021,21671.26,21563.91,5 AM
2026-01-10,6,5021,22764.19,22679.22,6 AM
2026-01-10,7,5021,23880.73,23714.92,7 AM
2026-01-10,8,5021,25222.02,25037.16,8 AM
2026-01-10,9,5021,24239.42,24092.24,9 AM
2026-01-10,10,5021,23508.63,23369.77,10 AM
2026-01-10,11,5021,22269.41,22133.65,11 AM
2026-01-10,12,5021,20660.01,20421.04,12 PM
2026-01-10,13,5021,19226.34,19012.99,1 PM
2026-01-10,14,5021,17765.35,17588.61,2 PM
2026-01-10,15,5021,16649.46,16385.03,3 PM
2026-01-10,16,5021,17507.97,17296.5,4 PM
2026-01-10,17,5021,18685.08,18452.68,5 PM
2026-01-10,18,5021,21228.15,21053.69,6 PM
2026-01-10,19,5021,23901.38,23711.52,7 PM
2026-01-10,20,5021,26702.05,26438.24,8 PM
2026-01-10,21,5021,29009.81,28728.87,9 PM
2026-01-10,22,5021,30051.23,29886.91,10 PM
2026-01-10,23,5021,29202.75,29061.81,11 PM
2026-01-11,0,5023,19184.14,19149.77,12 AM
2026-01-11,1,5023,21363.46,21320.14,1 AM
2026-01-11,2,5023,22819.55,22772.16,2 AM
2026-01-11,3,5023,23454.17,23348.56,3 AM
2026-01-11,4,5023,22996.58,22873.31,4 AM
2026-01-11,5,5023,22246.27,22080.75,5 AM
2026-01-11,6,5023,22328.63,22141.02,6 AM
2026-01-11,7,5023,22074.05,21879.98,7 AM
2026-01-11,8,5023,22286.64,22137.06,8 AM
2026-01-11,9,5023,21292.83,21102.62,9 AM
2026-01-11,10,5023,20278.04,20112.42,10 AM
2026-01-11,11,5023,18924.78,18761.0,11 AM
2026-01-11,12,5023,17535.61,17348.35,12 PM
2026-01-11,13,5023,16435.24,16298.6,1 PM
2026-01-11,14,5023,15877.61,15750.27,2 PM
2026-01-11,15,5023,15672.95,15511.43,3 PM
2026-01-11,16,5023,16037.78,15851.96,4 PM
2026-01-11,17,5023,16859.84,16813.21,5 PM
2026-01-11,18,5023,18775.04,18687.68,6 PM
2026-01-11,19,5023,21384.46,21252.43,7 PM
2026-01-11,20,5023,24462.22,24286.84,8 PM
2026-01-11,21,5023,27584.41,27398.96,9 PM
2026-01-11,22,5023,29578.28,29393.48,10 PM
2026-01-11,23,5023,29948.8,29800.16,11 PM
2026-01-12,0,5027,18528.14,18460.62,12 AM
2026-01-12,1,5027,19496.54,19647.2,1 AM
2026-01-12,2,5027,19577.7,19757.15,2 AM
2026-01-12,3,5027,19207.96,19106.91,3 AM
2026-01-12,4,5027,19013.84,18964.03,4 AM
2026-01-12,5,5027,20168.59,20129.35,5 AM
2026-01-12,6,5027,22536.73,22493.96,6 AM
2026-01-12,7,5027,24312.82,24098.4,7 AM
2026-01-12,8,5027,25100.79,24843.96,8 AM
2026-01-12,9,5027,23981.68,23692.79,9 AM
2026-01-12,10,5027,22669.25,22273.4,10 AM
2026-01-12,11,5027,21405.68,20963.21,11 AM
2026-01-12,12,5027,19791.48,19287.65,12 PM
2026-01-12,13,5027,18177.65,17732.84,1 PM
2026-01-12,14,5027,17359.38,16953.64,2 PM
2026-01-12,15,5027,17250.38,16849.44,3 PM
2026-01-12,16,5027,17893.25,17457.54,4 PM
2026-01-12,17,5027,19050.93,18588.4,5 PM
2026-01-12,18,5027,21260.58,20739.52,6 PM
2026-01-12,19,5027,23731.29,23205.35,7 PM
2026-01-12,20,5027,25777.71,25269.84,8 PM
2026-01-12,21,5027,26713.67,26255.47,9 PM
2026-01-12,22,5027,25768.59,25302.88,10 PM
2026-01-12,23,5027,23667.83,23306.98,11 PM
2026-01-13,0,5030,18846.6,18549.79,12 AM
2026-01-13,1,5030,19800.4,19481.3,1 AM
2026-01-13,2,5030,19737.7,19467.24,2 AM
2026-01-13,3,5030,19455.1,19211.54,3 AM
2026-01-13,4,5030,19298.64,19051.5,4 AM
2026-01-13,5,5030,20363.57,20251.25,5 AM
2026-01-13,6,5030,23081.3,22742.51,6 AM
2026-01-13,7,5030,24891.68,24400.0,7 AM
2026-01-13,8,5030,25761.2,25204.84,8 AM
2026-01-13,9,5030,24641.05,24025.37,9 AM
2026-01-13,10,5030,23387.96,22771.01,10 AM
2026-01-13,11,5030,22103.16,21572.98,11 AM
2026-01-13,12,5030,20305.89,19825.11,12 PM
2026-01-13,13,5030,18901.77,18488.29,1 PM
2026-01-13,14,5030,17885.46,17493.23,2 PM
2026-01-13,15,5030,17432.44,17134.35,3 PM
2026-01-13,16,5030,17953.64,17643.36,4 PM
2026-01-13,17,5030,19458.68,19164.38,5 PM
2026-01-13,18,5030,22170.19,21868.45,6 PM
2026-01-13,19,5030,24438.26,24231.88,7 PM
2026-01-13,20,5030,26470.3,26248.14,8 PM
2026-01-13,21,5030,27224.34,27115.0,9 PM
2026-01-13,22,5030,26293.55,26030.9,10 PM
2026-01-13,23,5030,24009.69,23760.65,11 PM
2026-01-14,0,5032,18746.01,18479.46,12 AM
2026-01-14,1,5032,19697.06,19569.57,1 AM
2026-01-14,2,5032,19723.84,19612.55,2 AM
2026-01-14,3,5032,19321.25,19282.99,3 AM
2026-01-14,4,5032,19373.97,19194.8,4 AM
2026-01-14,5,5032,20681.65,20621.84,5 AM
2026-01-14,6,5032,23402.46,23337.96,6 AM
2026-01-14,7,5032,25192.71,25076.32,7 AM
2026-01-14,8,5032,25651.38,25499.86,8 AM
2026-01-14,9,5032,24094.59,23948.56,9 AM
2026-01-14,10,5032,23069.91,22941.23,10 AM
2026-01-14,11,5032,21499.17,21375.53,11 AM
2026-01-14,12,5032,19552.53,19364.13,12 PM
2026-01-14,13,5032,17748.62,17526.33,1 PM
2026-01-14,14,5032,17527.91,17271.97,2 PM
2026-01-14,15,5032,17194.34,16932.81,3 PM
2026-01-14,16,5032,17952.96,17687.61,4 PM
2026-01-14,17,5032,18974.64,18713.53,5 PM
2026-01-14,18,5032,21189.32,20917.22,6 PM
2026-01-14,19,5032,23194.89,22890.66,7 PM
2026-01-14,20,5032,25410.77,25079.16,8 PM
2026-01-14,21,5032,26536.42,26180.88,9 PM
2026-01-14,22,5032,25776.03,25474.21,10 PM
2026-01-14,23,5032,23736.74,23565.92,11 PM
2026-01-15,0,5035,18842.75,18758.79,12 AM
2026-01-15,1,5035,19901.05,19861.51,1 AM
2026-01-15,2,5035,19922.18,19890.78,2 AM
2026-01-15,3,5035,19605.12,19650.53,3 AM
2026-01-15,4,5035,19637.92,19546.38,4 AM
2026-01-15,5,5035,20979.09,20970.12,5 AM
2026-01-15,6,5035,23696.47,23651.31,6 AM
2026-01-15,7,5035,25709.13,25647.45,7 AM
2026-01-15,8,5035,26410.66,26345.43,8 AM
2026-01-15,9,5035,24970.28,24898.14,9 AM
2026-01-15,10,5035,23819.3,23751.03,10 AM
2026-01-15,11,5035,21922.46,21858.14,11 AM
2026-01-15,12,5035,20139.11,19960.32,12 PM
2026-01-15,13,5035,18329.22,18145.41,1 PM
2026-01-15,14,5035,17438.53,17261.9,2 PM
2026-01-15,15,5035,17373.1,17174.4,3 PM
2026-01-15,16,5035,17930.53,17839.69,4 PM
2026-01-15,17,5035,19012.11,18923.09,5 PM
2026-01-15,18,5035,21458.72,21332.7,6 PM
2026-01-15,19,5035,23949.36,23804.83,7 PM
2026-01-15,20,5035,26077.75,25910.96,8 PM
2026-01-15,21,5035,27023.48,26831.34,9 PM
2026-01-15,22,5035,26319.04,26128.94,10 PM
2026-01-15,23,5035,24092.9,23879.43,11 PM
2026-01-16,0,5038,18444.62,18306.08,12 AM
2026-01-16,1,5038,19269.11,19055.55,1 AM
2026-01-16,2,5038,19241.29,19026.28,2 AM
2026-01-16,3,5038,18824.99,18635.08,3 AM
2026-01-16,4,5038,18721.83,18541.88,4 AM
2026-01-16,5,5038,19632.47,19573.58,5 AM
2026-01-16,6,5038,21966.72,21844.78,6 AM
2026-01-16,7,5038,23524.03,23292.9,7 AM
2026-01-16,8,5038,24029.62,23818.67,8 AM
2026-01-16,9,5038,23022.05,22838.16,9 AM
2026-01-16,10,5038,22152.73,21939.22,10 AM
2026-01-16,11,5038,20459.79,20306.62,11 AM
2026-01-16,12,5038,18738.89,18572.94,12 PM
2026-01-16,13,5038,17787.7,17618.56,1 PM
2026-01-16,14,5038,17430.6,17208.06,2 PM
2026-01-16,15,5038,17182.72,17015.1,3 PM
2026-01-16,16,5038,17800.54,17603.74,4 PM
2026-01-16,17,5038,18887.61,18642.27,5 PM
2026-01-16,18,5038,20985.57,20863.23,6 PM
2026-01-16,19,5038,23114.38,22948.32,7 PM
2026-01-16,20,5038,25046.97,24702.88,8 PM
2026-01-16,21,5038,25933.18,25406.65,9 PM
2026-01-16,22,5038,25296.05,24868.3,10 PM
2026-01-16,23,5038,23224.94,22843.48,11 PM
2026-01-17,0,5041,18938.09,18675.21,12 AM
2026-01-17,1,5041,20739.37,20511.97,1 AM
2026-01-17,2,5041,21836.46,21588.65,2 AM
2026-01-17,3,5041,21931.65,21668.82,3 AM
2026-01-17,4,5041,21471.48,21241.36,4 AM
2026-01-17,5,5041,21234.29,21012.93,5 AM
2026-01-17,6,5041,22360.96,22155.76,6 AM
2026-01-17,7,5041,23561.33,23328.5,7 AM
2026-01-17,8,5041,24498.34,24405.5,8 AM
2026-01-17,9,5041,23649.4,23633.28,9 AM
2026-01-17,10,5041,22668.07,22653.02,10 AM
2026-01-17,11,5041,21416.7,21407.06,11 AM
2026-01-17,12,5041,20023.79,20042.3,12 PM
2026-01-17,13,5041,18335.29,18271.93,1 PM
2026-01-17,14,5041,17164.79,17119.25,2 PM
2026-01-17,15,5041,16620.21,16563.13,3 PM
2026-01-17,16,5041,16974.48,16928.16,4 PM
2026-01-17,17,5041,18144.16,18078.81,5 PM
2026-01-17,18,5041,20682.91,20570.22,6 PM
2026-01-17,19,5041,23347.51,23232.59,7 PM
2026-01-17,20,5041,26123.82,25971.8,8 PM
2026-01-17,21,5041,28527.5,28321.62,9 PM
2026-01-17,22,5041,29494.96,29238.54,10 PM
2026-01-17,23,5041,28731.97,28494.17,11 PM
2026-01-18,0,5048,19815.05,19685.92,12 AM
2026-01-18,1,5048,22059.44,21849.62,1 AM
2026-01-18,2,5048,23572.14,23423.37,2 AM
2026-01-18,3,5048,24021.2,23832.69,3 AM
2026-01-18,4,5048,23694.27,23543.58,4 AM
2026-01-18,5,5048,23046.26,22973.73,5 AM
2026-01-18,6,5048,23116.91,23069.73,6 AM
2026-01-18,7,5048,23181.27,23113.31,7 AM
2026-01-18,8,5048,23460.74,23390.61,8 AM
2026-01-18,9,5048,22608.96,22552.26,9 AM
2026-01-18,10,5048,21578.09,21545.98,10 AM
2026-01-18,11,5048,20187.53,20193.35,11 AM
2026-01-18,12,5048,18710.41,18721.59,12 PM
2026-01-18,13,5048,17468.74,17494.3,1 PM
2026-01-18,14,5048,16061.22,16087.88,2 PM
2026-01-18,15,5048,15777.61,15821.97,3 PM
2026-01-18,16,5048,16095.44,16135.52,4 PM
2026-01-18,17,5048,17272.08,17286.35,5 PM
2026-01-18,18,5048,19919.21,19901.34,6 PM
2026-01-18,19,5048,22548.35,22485.58,7 PM
2026-01-18,20,5048,25904.46,25736.88,8 PM
2026-01-18,21,5048,28870.53,29052.81,9 PM
2026-01-18,22,5048,30863.57,31049.16,10 PM
2026-01-18,23,5048,31212.01,31011.91,11 PM
2026-01-19,0,5049,18553.51,18509.27,12 AM
2026-01-19,1,5049,19492.82,19407.85,1 AM
2026-01-19,2,5049,19480.79,19297.96,2 AM
2026-01-19,3,5049,19073.63,18820.94,3 AM
2026-01-19,4,5049,18955.66,18752.46,4 AM
2026-01-19,5,5049,20003.15,19839.3,5 AM
2026-01-19,6,5049,22256.74,22073.75,6 AM
2026-01-19,7,5049,23714.46,23565.07,7 AM
2026-01-19,8,5049,24495.7,24385.78,8 AM
2026-01-19,9,5049,23387.37,23292.87,9 AM
2026-01-19,10,5049,22466.07,22348.34,10 AM
2026-01-19,11,5049,20882.14,20779.36,11 AM
2026-01-19,12,5049,19305.35,19205.16,12 PM
2026-01-19,13,5049,17897.3,17822.47,1 PM
2026-01-19,14,5049,17534.95,17449.4,2 PM
2026-01-19,15,5049,17581.47,17505.41,3 PM
2026-01-19,16,5049,18084.72,18028.42,4 PM
2026-01-19,17,5049,19207.43,19126.9,5 PM
2026-01-19,18,5049,21186.3,21049.16,6 PM
2026-01-19,19,5049,23285.15,23143.9,7 PM
2026-01-19,20,5049,25450.07,25261.16,8 PM
2026-01-19,21,5049,26375.81,26163.83,9 PM
2026-01-19,22,5049,25651.01,25418.35,10 PM
2026-01-19,23,5049,23522.6,23386.18,11 PM
2026-01-20,0,5055,19439.71,19329.46,12 AM
2026-01-20,1,5055,20334.4,20240.77,1 AM
2026-01-20,2,5055,20346.21,20273.11,2 AM
2026-01-20,3,5055,20047.55,19958.12,3 AM
2026-01-20,4,5055,19962.27,19876.55,4 AM
2026-01-20,5,5055,21415.75,21330.77,5 AM
2026-01-20,6,5055,24119.76,23943.24,6 AM
2026-01-20,7,5055,26354.01,26029.75,7 AM
2026-01-20,8,5055,27151.53,26791.56,8 AM
2026-01-20,9,5055,26061.33,25696.88,9 AM
2026-01-20,10,5055,25327.0,24979.65,10 AM
2026-01-20,11,5055,23503.41,23111.86,11 AM
2026-01-20,12,5055,21854.63,21424.11,12 PM
2026-01-20,13,5055,20328.01,19459.72,1 PM
2026-01-20,14,5055,19025.94,18309.99,2 PM
2026-01-20,15,5055,18074.16,17410.71,3 PM
2026-01-20,16,5055,19187.34,18505.3,4 PM
2026-01-20,17,5055,20638.73,19986.78,5 PM
2026-01-20,18,5055,23420.72,22820.46,6 PM
2026-01-20,19,5055,25751.91,25132.11,7 PM
2026-01-20,20,5055,27648.82,27044.24,8 PM
2026-01-20,21,5055,28392.15,27827.78,9 PM
2026-01-20,22,5055,27490.72,26933.64,10 PM
2026-01-20,23,5055,24993.13,24594.93,11 PM
2026-01-21,0,5058,19173.51,18879.85,12 AM
2026-01-21,1,5058,20147.19,19622.99,1 AM
2026-01-21,2,5058,20245.08,19793.24,2 AM
2026-01-21,3,5058,19831.99,19362.33,3 AM
2026-01-21,4,5058,19726.65,19222.17,4 AM
2026-01-21,5,5058,21168.27,20481.52,5 AM
2026-01-21,6,5058,23929.79,23047.1,6 AM
2026-01-21,7,5058,25694.24,24681.53,7 AM
2026-01-21,8,5058,26621.35,25759.95,8 AM
2026-01-21,9,5058,25463.76,24616.28,9 AM
2026-01-21,10,5058,24377.72,23940.2,10 AM
2026-01-21,11,5058,22879.54,22454.25,11 AM
2026-01-21,12,5058,21027.78,20766.92,12 PM
2026-01-21,13,5058,19109.39,18870.91,1 PM
2026-01-21,14,5058,17671.09,17463.31,2 PM
2026-01-21,15,5058,17563.63,17375.45,3 PM
2026-01-21,16,5058,18182.17,18007.22,4 PM
2026-01-21,17,5058,19558.06,19361.21,5 PM
2026-01-21,18,5058,22322.62,22810.84,6 PM
2026-01-21,19,5058,24812.42,25053.82,7 PM
2026-01-21,20,5058,26779.29,26901.87,8 PM
2026-01-21,21,5058,27623.76,27316.57,9 PM
2026-01-21,22,5058,26806.98,26492.3,10 PM
2026-01-21,23,5058,24383.34,24129.7,11 PM
2026-01-22,0,5061,19041.36,18851.25,12 AM
2026-01-22,1,5061,20087.43,19877.07,1 AM
2026-01-22,2,5061,20192.73,19947.31,2 AM
2026-01-22,3,5061,19786.04,19601.4,3 AM
2026-01-22,4,5061,19806.51,19630.82,4 AM
2026-01-22,5,5061,21350.31,21158.99,5 AM
2026-01-22,6,5061,24132.73,23907.76,6 AM
2026-01-22,7,5061,25848.92,25608.44,7 AM
2026-01-22,8,5061,26632.9,26409.53,8 AM
2026-01-22,9,5061,25005.34,24794.77,9 AM
2026-01-22,10,5061,23847.59,23665.21,10 AM
